wv2_B1_M,wv2_B1_S,wv2_B2_M,wv2_B2_S,wv2_B3_M,wv2_B3_S,wv2_B4_M,wv2_B4_S,wv2_B5_M,wv2_B5_S,wv2_B6_M,wv2_B6_S,wv2_B7_M,wv2_B7_S,wv2_B8_M,wv2_B8_S,sno_B1_M,sno_B1_S,sno_B2_M,sno_B2_S,sno_B3_M,sno_B3_S,sno_B4_M,sno_B4_S,sno_B5_M,sno_B5_S,sno_B6_M,sno_B6_S,sno_B7_M,sno_B7_S,sno_B8_M,sno_B8_S,mos_B1_M,mos_B1_S,mos_B2_M,mos_B2_S,mos_B3_M,mos_B3_S,mos_B4_M,mos_B4_S,f1_slope_M,f1_slope_S,f1_dtm_MEA,f1_dtm_STD,f1_dsm_MEA,f1_dsm_STD,f1_chm_MEA,f1_chm_STD,f2_slope_M,f2_slope_S,f2_dtm_MEA,f2_dtm_STD,f2_dsm_MEA,f2_dsm_STD,f2_chm_MEA,f2_chm_STD,dtm_dif_ME,dtm_dif_ST,f1_int_M,f1_int_S,f2_int_M,f2_int_S,wv2_ndvi_M,wv2_ndvi_S,sno_ndvi_M,sno_ndvi_S,mos_ndvi_M,mos_ndvi_S,wv2_ndwi_M,wv2_ndwi_S,sno_ndwi_M,sno_ndwi_S,mos_ndwi_M,mos_ndwi_S,wv2_ci_g_M,wv2_ci_g_S,wv2_ci_r_M,wv2_ci_r_S,sno_ci_g_M,sno_ci_g_S,sno_ci_r_M,sno_ci_r_S,mos_ci_g_M,mos_ci_g_S,wv2_savi_M,wv2_savi_S,sno_savi_M,sno_savi_S,mos_savi_M,mos_savi_S,Class
291.8855721,1.168338871,315.5074627,4.395972153,377.641791,7.605382015,241.5223881,4.595124636,130.721393,3.484434478,503.2189055,29.86923142,574.6069652,56.79008875,579.0099502,61.30512465,200.2985075,5.602100509,195.960199,6.137593801,194.3333333,7.673909622,197.7412935,9.13430668,190.5323383,7.913726283,194.5920398,10.22740131,180.8905473,12.04832559,177.8059701,12.12936752,219.5634563,24.75284265,223.0481548,29.2380423,222.5549055,32.68729733,216.0144014,19.04603286,3.475982793,2.5071619,201.1316648,0.038430268,201.2276623,0.4503694,0.095997521,0.446691617,4.499919254,2.875153254,200.8912562,0.056388344,201.0367294,0.570559083,0.145473271,0.563361991,0.240408598,0.035188213,154.2941176,20.56581412,119.2156863,24.05574712,0.627193633,0.025727513,-0.026617236,0.016253682,-0.008916877,0.061503091,-0.204067452,0.042343008,0.036517077,0.021825779,0.012302323,0.041189005,0.519571166,0.127761787,0.13959167,0.061276839,-0.069596444,0.04106801,-0.070098821,0.044325498,-0.020426575,0.095504392,0.940121303,0.03862222,-0.039870726,0.024346067,-0.013377879,0.092076473,40
291.8316327,0.760785971,316.3265306,1.251737651,374.7040816,3.765333776,250.1785714,4.63061573,132.0765306,2.096951189,525.2602041,18.6426833,591.6938776,21.70178595,604.0357143,29.85857396,238.655,5.183239817,239.83,6.311188478,240.04,5.532485879,239.015,5.295731772,236.075,5.070441302,227.265,5.563701556,223.405,5.426875252,217.01,5.7567265,221.8487849,26.36366516,223.5828083,30.09013061,224.7470747,30.24029072,219.7025203,19.72968045,3.718662688,2.352119176,201.0630688,0.041498216,201.0667605,0.04020898,0.003691635,0.007927341,2.637391809,1.280781554,200.8195897,0.024992396,200.9368907,0.368862939,0.117301025,0.370843411,0.243479156,0.025830161,151.0204082,10.55692015,114.1020408,15.13914361,0.634723989,0.011504722,-0.027606632,0.003434478,-0.007511931,0.043709186,-0.224184927,0.013583496,0.035908711,0.002747996,0.005132511,0.038035002,0.578700215,0.043768818,0.126428697,0.002758135,-0.069314309,0.005140672,-0.016969315,0.004474611,-0.0069676,0.085865307,0.951428377,0.017263145,-0.041364859,0.005145681,-0.011264943,0.065454136,30
289.5583756,1.389917794,312.5888325,2.564592398,374.6345178,7.659533484,258.8984772,8.104009643,139.4822335,2.942069972,483.4670051,17.09439834,532.5786802,15.71736898,553,16.30639375,242.0961538,1.6202993,246.0769231,2.285793532,244.4615385,1.216260639,242.6538462,1.439612867,240.4615385,1.216260639,229.5576923,1.703090647,224.5961538,1.113891574,213.1346154,3.39132857,120.8924392,54.29716751,108.7844284,58.65779622,104.6291629,59.99235036,147.0648065,37.46302508,1.521200967,1.251337097,200.9357022,0.023233843,200.9376989,0.023412389,0.001996701,0.003888116,1.328816528,0.712381379,200.7221049,0.017174036,200.7312717,0.014806089,0.009166791,0.006721878,0.213597298,0.012994162,145.9807692,5.868725404,46.88461538,24.2357443,0.584712311,0.011883825,-0.034114529,0.001771693,0.215201618,0.140142062,-0.173972544,0.009237499,0.042351527,0.001755497,-0.192613149,0.129244473,0.421529296,0.027029938,0.101905326,0.014526137,-0.081256061,0.003231192,-0.021592999,0.003282165,0.539293314,0.392659597,0.876416308,0.017823659,-0.051116835,0.002654705,0.321970485,0.209664922,28
288.29,2.440471266,314.055,2.520312481,376.125,6.852691077,242.27,8.363438288,127.585,5.144198188,510.39,29.38975842,572.815,39.34413266,570.44,36.0682187,238.8159204,3.715095637,240.318408,4.778487183,239.6567164,4.375027183,238.6616915,3.708934369,235.0945274,3.995771384,226.3432836,3.63462716,220.2089552,4.617306768,212.7810945,6.204783967,183.6190905,55.01324694,184.5002251,60.40111774,186.6402521,59.73102536,186.2152184,44.50838634,2.981389244,2.900538049,201.0008689,0.039037151,201.1717409,0.542469677,0.170872019,0.571528627,2.482465546,1.509628222,200.7769524,0.021637583,201.0719651,0.725330201,0.295012669,0.731317126,0.223916505,0.035045638,150.54,22.57627959,82.92,33.87142749,0.635127285,0.008773047,-0.032730703,0.003711963,0.018214714,0.098167735,-0.206068016,0.025264732,0.042315069,0.004999482,-0.025643231,0.100473091,0.52164861,0.079865131,0.121613797,0.016499901,-0.081150316,0.009189058,-0.027146916,0.009178858,0.080485961,0.271001527,0.952009135,0.013193774,-0.049042117,0.005561291,0.027213847,0.146896624,27
288.2575758,1.645108508,309.6818182,2.621737555,352.2020202,12.10432747,228.8989899,9.647834267,123.2979798,4.798684159,408.8585859,53.02277195,456.1060606,53.62480829,466.6212121,50.21542435,241.8686869,1.334442453,242.4090909,1.490480968,241.3535354,1.668563353,240.9545455,1.011526772,238.9090909,1.752867256,227.8030303,1.196202286,223.6161616,1.331112322,213.010101,1.890940387,114.2440342,45.90834071,102.6519586,45.42782751,94.43809095,40.44865861,131.7348041,29.92175598,2.347053894,1.674575213,200.9686158,0.032566289,200.9725164,0.033678122,0.003900547,0.005424194,1.202096618,0.916963932,200.854466,0.012474332,200.8730525,0.031498087,0.018586515,0.024148723,0.114149845,0.025329455,152.52,5.869378161,43.32,31.64012642,0.571456234,0.029678281,-0.03305914,0.002678013,0.191906771,0.130305413,-0.124988188,0.043793469,0.03814393,0.003360471,-0.157360403,0.13969482,0.2912279,0.110853925,0.117758492,0.022511888,-0.073464714,0.006222974,-0.018361556,0.006535667,0.449013589,0.46194148,0.856441313,0.044555494,-0.049535167,0.004012763,0.287082576,0.194872878,26
293.85,2.475378759,325.72,2.16831732,438.32,4.768395957,302.43,4.680288453,154.27,1.413187886,702.08,12.85121006,786.46,16.99907056,757.34,9.300774161,242.1485149,1.606830338,243.0594059,1.249330769,244.1584158,1.633393317,241.8514851,1.180586686,239.2970297,1.512617261,229.029703,1.68543819,223.9405941,1.790081486,214.3366337,2.304868836,50.27780279,15.78713072,45.88833859,15.45078763,51.4385412,15.26026438,81.54570014,20.86951174,1.920175286,1.251475188,200.9490256,0.018684183,200.9536213,0.019315726,0.00459569,0.006134324,2.127611787,1.186411037,200.7317648,0.017426213,200.7463524,0.022388436,0.014587553,0.016536889,0.217260757,0.022156819,153.4038462,7.256985005,30.69230769,22.43326725,0.671943497,0.004475825,-0.033155676,0.003949256,0.219371688,0.116320591,-0.284152083,0.006899926,0.0431959,0.002218605,-0.277467879,0.089424605,0.794147992,0.026813083,0.12017089,0.011230016,-0.082805879,0.004073364,-0.022216239,0.004162147,0.81103503,0.355173462,1.007379644,0.006719454,-0.049679883,0.005917423,0.327839389,0.1739331,31
289.8673469,1.166170736,317.5561224,1.418504985,419.6326531,10.72988175,291.5867347,7.738561509,150.8061224,2.936950255,627.1581633,26.80295606,703.8469388,34.68056918,690.4438776,28.57342695,241.321608,1.901357734,243.4371859,1.346808668,242.5025126,1.700943787,241.2512563,1.565066483,237.959799,0.742393223,227.2311558,1.309737083,224.6934673,1.371463488,214.7085427,2.302604465,88.89284106,48.1488691,82.27420081,53.23003189,86.23953174,53.28759723,111.4461954,37.96376635,1.887037743,1.369250101,200.855978,0.023345519,200.8601165,0.024439901,0.004138582,0.00696088,1.973678338,1.274610828,200.6598206,0.020636844,200.6676907,0.017684852,0.007870161,0.008432661,0.196157408,0.021776319,150.9591837,7.698288131,40.55102041,22.08615895,0.646659517,0.010851746,-0.028681203,0.002380659,0.172118947,0.121346177,-0.252503543,0.013764036,0.038115648,0.0032211,-0.201427819,0.128339902,0.676502978,0.049148253,0.122063094,0.015213174,-0.073413855,0.005970607,-0.011159395,0.004527315,0.567572173,0.397701894,0.969421486,0.016291167,-0.042975348,0.003566996,0.257299384,0.181417823,29
290.62,1.635726138,319.61,1.080694221,432.97,4.965792988,294.35,5.690123022,148.205,2.11730371,662.505,16.60993603,746.195,19.21580014,733.825,12.23700842,243.135,1.247707899,244.735,0.504752415,244.44,1.888491461,242.725,0.46837485,239.28,1.16258333,229.47,1.157194884,225.4,1.577973384,217.52,1.095262526,73.94592159,37.61674039,70.25056332,40.69090496,74.49571879,41.61003054,104.7278053,30.6782397,1.52342429,0.898087012,200.8006617,0.015111722,200.8056927,0.017399756,0.005031052,0.007448128,2.178415106,1.418076467,200.566481,0.01610227,200.582104,0.019254343,0.01562294,0.01507597,0.234180679,0.020087645,150,7.499019544,47.41176471,27.93632569,0.668486644,0.006064419,-0.029876302,0.001932079,0.195989838,0.125086741,-0.265497865,0.0065904,0.040521737,0.001358684,-0.228305323,0.117123334,0.723153017,0.024532858,0.126307555,0.001969848,-0.077884047,0.002511374,-0.017743247,0.003116328,0.648463622,0.381498078,1.002169559,0.009101429,-0.044766273,0.002894832,0.293025241,0.187090626,26
288.23,1.705021994,311.835,0.99888688,388.375,3.763558821,251.475,3.337570224,131.735,0.703402445,547.445,13.52283162,625.045,24.70006022,617.445,37.19646455,237.425,4.848131083,241.675,5.03580927,239.655,4.98156351,238.14,4.609815615,236.05,4.667708217,226.25,3.722566319,221.315,4.940220137,212.71,5.710157616,197.9649753,45.81434621,199.8819039,50.96097603,201.830714,49.51871272,199.4719353,34.78121364,2.147045274,1.283905982,200.9078347,0.027400964,200.9113091,0.027240947,0.003474426,0.00396034,2.351582153,1.514734919,200.674771,0.028384454,200.6873061,0.027425838,0.012535019,0.012993088,0.23306366,0.024358906,158.2040816,5.458487463,106.7755102,27.77332835,0.651440831,0.013028572,-0.032243542,0.00250503,0.007299929,0.071950094,-0.233084923,0.020031712,0.039801784,0.00184192,-0.014085018,0.077851589,0.609628201,0.068073977,0.141792424,0.036854217,-0.076550443,0.003412716,-0.021865182,0.010571179,0.044660355,0.205310278,0.976515831,0.019550531,-0.048312432,0.003752913,0.010890942,0.107673151,25
288.7889447,2.48324605,304.8894472,0.313577503,324.201005,4.753184491,209.4271357,4.109489855,117.3366834,0.941617904,308.8190955,15.54430973,330.4623116,20.97563403,361.9145729,20.31504971,237.165,0.947509894,239.62,1.669011684,237.9,1.640121947,237.73,1.314191767,236.325,1.413992574,226.195,0.683355691,222.875,1.367250891,213.66,2.069879224,53.57001795,25.7475494,46.40709156,16.67394801,49.75807899,7.995471243,41.72217235,18.4552813,1.727819901,1.039542318,200.8238614,0.026693248,200.8271484,0.027419385,0.003287048,0.003797785,1.030281645,0.650845638,200.7122675,0.014551359,201.134779,0.436716096,0.422511444,0.445102763,0.111593857,0.028788857,156.2884615,7.096414421,1.826923077,4.299915714,0.474745692,0.02652709,-0.02929046,0.002077826,-0.122133295,0.162191114,-0.008614256,0.024474052,0.032605354,0.003244355,0.068479597,0.076323692,0.018620577,0.050327658,0.06945172,0.01833257,-0.063132491,0.006089666,-0.014671263,0.006345635,-0.118938008,0.13007529,0.711324682,0.039782005,-0.043887901,0.003113348,-0.181885024,0.241747386,21
289.04,0.99919968,311.345,2.390810532,366.44,3.107474859,236.185,5.244118134,125.235,1.284435674,488.57,17.54779473,559.585,14.49250755,556.185,17.68193358,238.7939698,4.618377515,240.6180905,0.85939933,240.0603015,1.21811367,236.798995,4.514610452,235.1507538,1.67373651,224.798995,2.706738102,220.4120603,2.129254305,210.5829146,3.929262663,94.38993711,49.58276741,88.51437556,53.29332804,92.46855346,52.62935674,122.1473495,40.7519818,2.527667054,1.759007776,200.9129099,0.031728089,200.9154579,0.031128967,0.002547988,0.004642658,2.449213202,1.285074002,200.701339,0.023698514,200.7120892,0.021141266,0.010750162,0.011206338,0.211570855,0.031850552,154.2,7.079548008,52.16,38.09743298,0.634070266,0.009689021,-0.032363158,0.003082134,0.168717232,0.131152698,-0.208411205,0.00919998,0.042686286,0.002984644,-0.200059632,0.130430996,0.526900212,0.028903955,0.145843137,0.018047562,-0.081861821,0.005483895,-0.019329055,0.017804918,0.565966641,0.409078843,0.950411394,0.014536164,-0.048491495,0.004617968,0.252339416,0.196218375,31
289.52,0.799749961,314.095,1.458072358,386.33,9.776047258,248.745,6.216106096,131.05,2.915047169,525.935,33.40255641,592.425,36.99627515,579.095,36.99629677,231.38,2.75782523,234.35,2.248888614,232.72,2.211696182,232.905,2.817086261,228.405,2.801959136,220.395,2.399786449,214.355,1.840916891,207.025,2.450382623,135.6227518,57.00746389,126.8354317,64.12998886,125.3520683,66.33414071,147.0647482,45.73988407,2.004514883,2.139639792,201.0046188,0.017450879,201.1519526,0.488487403,0.147333755,0.494119718,1.966370228,1.075179728,200.7858887,0.020852494,201.106563,0.729286052,0.320674286,0.731664451,0.218730087,0.024344359,142.7708333,25.85072499,51.4375,42.38410976,0.637009226,0.013247201,-0.031713067,0.004026799,0.12213256,0.127958131,-0.209681038,0.018612573,0.041073114,0.004278054,-0.112125853,0.119605821,0.53199992,0.058432887,0.126504269,0.001627005,-0.078872973,0.007880431,-0.027352075,0.007767036,0.29841655,0.343885036,0.954852585,0.019893662,-0.04751597,0.006033621,0.18269258,0.191438207,26
288.8,1.29614814,314.4,1.077032961,369.38,1.278905782,244.02,2.231501737,131.34,1.242738911,473.42,4.224168557,533.5,3.424908758,543.18,7.923862694,241.8341709,1.168101234,244.9296482,1.171296313,244.0301508,1.880632706,242.2713568,1.141599719,239.5326633,1.781447789,228.6281407,1.191431747,224.8592965,2.498301233,215.6231156,1.696484198,219.5245385,12.53684193,222.8167492,15.27815662,223.625394,13.14290121,216.6434039,11.18614905,1.510437787,0.610831664,201.0427564,0.020672532,201.0450087,0.021205528,0.00225232,0.003754543,1.677809434,0.846029358,200.8278273,0.016807002,200.83479,0.016095224,0.006962685,0.008298482,0.214929015,0.016634097,151.7058824,5.431549512,117.627451,15.46020925,0.604903395,0.00129516,-0.031613959,0.002635085,-0.015550053,0.012894984,-0.181763822,0.004024194,0.040901616,0.002486458,0.013265912,0.0160595,0.44434166,0.012119155,0.126952651,0.007570491,-0.078577912,0.004566695,-0.016503585,0.007523271,-0.025625886,0.035292624,0.906673136,0.001938206,-0.047369905,0.003948012,-0.023299329,0.019312702,26
289.8970588,2.037441489,308.1813725,0.444405395,344.4117647,4.469620638,228.8235294,1.617379657,128.127451,1.621978752,379.8970588,15.33463947,407.0392157,9.674021781,435.5735294,6.852041723,236.1959799,1.358680974,238.8592965,1.533643315,237.4170854,1.161315122,237.0552764,1.601494214,235.2763819,1.42447909,226.8341709,1.362689548,221.638191,0.844579967,211.1959799,1.321178064,122.7475248,21.27300324,94.00315031,16.22253239,77.73987399,13.70907127,133.1219622,23.45096526,1.822660981,1.152534647,200.8082852,0.032949261,200.8110473,0.03248123,0.002762071,0.00426963,0.836110138,0.698240748,200.72108,0.00855575,200.7309238,0.006414946,0.009843836,0.006444788,0.087205206,0.03582571,140.7346939,5.29834595,60.79591837,29.49782392,0.52097309,0.012965338,-0.029842527,0.00348681,0.259212999,0.095013162,-0.083243728,0.005359893,0.034369881,0.002954233,-0.171029716,0.057537922,0.181680168,0.012861094,0.07212575,0.016857285,-0.066439893,0.005531504,-0.02287954,0.005681268,0.424231918,0.167820342,0.780730341,0.019440952,-0.044714867,0.005224555,0.387894499,0.142214179,23
289.3514851,0.959694038,308.539604,0.896039604,342.3910891,1.87493097,224.7277228,1.743481143,124.8861386,0.317642835,378.5544554,13.11183824,420.6237624,13.60099842,435.0841584,16.23215994,237.535,0.942748641,238.145,1.176424668,237.22,0.625779514,236.995,0.839627894,234.55,0.536190265,225.135,0.516502662,220.355,0.876912196,208.775,1.457523585,165.3390211,35.00642727,148.6663673,38.46436609,127.6780422,42.27054946,154.714414,36.014381,2.003889986,0.983295093,200.8154678,0.017799731,200.8216508,0.019178451,0.00618309,0.005629022,1.922406015,1.145510022,200.7255251,0.020592695,200.7381406,0.017666144,0.012615509,0.010413452,0.089942627,0.020260676,147.4081633,6.654500908,35.51020408,26.4498929,0.541836628,0.011889,-0.031206874,0.00195995,0.108271658,0.064739862,-0.102242585,0.017909432,0.036859533,0.001197611,-0.023777958,0.035337425,0.22864346,0.043620734,0.111254254,0.008812918,-0.071095849,0.002225357,-0.021232928,0.002796777,0.051541539,0.078292524,0.812010669,0.017835618,-0.046758909,0.002936615,0.162064915,0.096869438,23
291.255,0.948670122,314.48,2.670131083,399.04,7.714816913,258.125,4.401065212,136.24,1.56920362,622.195,30.1608517,700.595,31.59843311,693.27,23.30465833,238.7,3.558089375,239.06,4.496265117,239.68,5.381226626,239.105,3.726120637,236.19,5.683651995,227.495,3.143242752,223.325,5.8497329,215.75,4.15782395,163.2618084,54.88285331,160.6104363,61.31241443,160.7053531,62.35749388,175.4633378,39.73322398,2.533698223,1.690308274,200.7619283,0.030630426,200.9714501,0.636595167,0.20952179,0.644751861,2.736461239,1.661382842,200.5381454,0.030494606,200.8016972,0.749773165,0.263551712,0.746906007,0.223782883,0.029034042,145.5686275,28.87108256,83.52941176,34.59760444,0.674004211,0.009797063,-0.028024395,0.001483031,0.073208243,0.114342752,-0.273777685,0.012945397,0.035369395,0.002838747,-0.071979109,0.107971254,0.754832117,0.047944057,0.126275352,0.01355898,-0.068307781,0.005286007,-0.018439533,0.016482211,0.187659247,0.280645928,1.010401978,0.014711745,-0.041990826,0.002221212,0.109551437,0.171140332,38
289.0351759,2.302231569,312.3065327,4.399806704,371.4271357,19.78003326,248.7437186,13.61087535,132.3969849,5.577970935,514.0502513,62.32874013,573.959799,74.1950329,584.1557789,69.67787227,239.8686869,2.077520203,239.2777778,4.142488774,239.530303,3.827939672,238.6767677,2.313021037,235.7474747,3.329826744,226.3232323,1.671679025,220.3636364,4.210267741,210.8434343,3.691476987,111.0517552,22.83613848,83.53420342,18.65590281,68.68856886,12.06743894,127.7605761,19.36357603,2.63920413,1.6520123,200.5311896,0.024506638,200.534668,0.025517201,0.003478464,0.004975991,1.495180419,0.964517861,200.3222781,0.012447601,200.3341642,0.012896815,0.011886134,0.007067903,0.208911472,0.026195616,143.96,7.180417815,42.72,16.47184264,0.62134861,0.034042179,-0.033769298,0.003389042,0.300917365,0.060080242,-0.209934576,0.043365437,0.04170283,0.004129997,-0.214947333,0.059308341,0.53847554,0.128287601,0.115625347,0.029572214,-0.080036437,0.007623769,-0.02639843,0.012917424,0.562795201,0.202248786,0.931358416,0.051108948,-0.050598396,0.005077328,0.450206068,0.089886498,23
287.2985075,1.393105897,304.8308458,3.235567846,340.6467662,11.53276112,227.2039801,6.863500991,124.1442786,2.211251104,406.3930348,25.62608573,448.1791045,23.77564625,477.1044776,17.95694214,237.55,3.511053973,240.055,1.926648645,238.87,1.001548801,237.11,3.067230021,235.69,0.907689374,224.55,2.440799049,218.995,1.070035046,206.645,3.546685072,135.722372,39.23050518,102.597035,33.22948022,79.45238095,22.24687357,153.8638814,27.84553205,0.997282919,0.727087257,200.4601614,0.008083217,200.4622393,0.008717342,0.002077866,0.003693103,1.384511277,0.831004389,200.3101215,0.011765107,200.3189085,0.013541882,0.008786926,0.007542099,0.150039902,0.014241416,141.4081633,5.443282201,46.36734694,24.54541304,0.565577862,0.014454462,-0.036719952,0.001077993,0.325945468,0.070645441,-0.135890521,0.011727592,0.043409542,0.000785424,-0.217765777,0.089160355,0.314931055,0.030196038,0.103879411,0.029763579,-0.083206012,0.00144502,-0.024668102,0.006876312,0.595666912,0.34591201,0.847625623,0.02169322,-0.055019417,0.001615086,0.48780599,0.105643326,23
287.5970149,1.418355521,304.199005,1.727794155,325.2238806,3.443159903,208.238806,1.539750761,117.2288557,3.562849101,325.8159204,7.307118132,361.5223881,10.12070172,383.7711443,6.546227745,229.155,1.459785943,232.025,1.197653957,232.085,0.963210777,232.08,1.040961094,232.14,1.091054536,223.37,1.487649152,221.12,1.940515395,211.495,0.499974999,132.3276481,23.13102575,112.3819569,22.93007044,93.12522442,19.48624316,130.8649013,20.66437293,1.085958741,0.596949592,200.3305202,0.009196393,200.3327934,0.010947208,0.002273254,0.004074914,1.229628424,0.607643746,200.2415302,0.008323695,200.2513439,0.008751492,0.009813766,0.007990689,0.088990021,0.01108848,142.2745098,6.215346066,14.47058824,4.704411535,0.510235485,0.009744956,-0.024326119,0.003838193,0.172699374,0.050845318,-0.052685274,0.008719801,0.024208996,0.00351996,-0.080397745,0.036681865,0.111410184,0.019491397,0.109515794,0.013238919,-0.047250507,0.00670618,-0.0100533,0.008439518,0.178470943,0.090894518,0.764554243,0.014604914,-0.036448947,0.005750798,0.25843828,0.076024101,22
289.040404,2.143438152,317.0707071,5.84868547,376.0505051,17.2019342,248.0858586,11.29752373,136.4393939,7.774203888,512.010101,60.33358362,556.9545455,68.02126045,561.3232323,56.54261435,218.6231156,10.12354181,227.4070352,11.93028959,227.0251256,11.27608631,219.2914573,10.91932395,222.3517588,13.15492855,212.1557789,8.604127458,210.0251256,10.10220991,195.201005,7.952105312,166.2481982,59.94172937,160.3337838,67.51320747,154.1545045,73.70140636,183.8355856,39.36415224,2.303237843,1.821828947,200.4330083,0.019066596,200.4916348,0.322056383,0.058626491,0.322718189,2.584182142,1.317150503,200.1876262,0.019715472,200.2842488,0.348572038,0.096622563,0.351384523,0.245382108,0.017897833,142.5,14.91743946,92.64,25.22440088,0.603758397,0.024791815,-0.028204634,0.00747264,0.140284299,0.172375355,-0.189999643,0.04295733,0.03886056,0.005221453,-0.107059415,0.135138698,0.475552384,0.121150915,0.087133195,0.005747134,-0.074765396,0.009632157,-0.010183555,0.020244691,0.297604952,0.384301455,0.904979172,0.037241237,-0.042258479,0.011197672,0.209930832,0.257966271,27
290.7365854,1.382425599,313.0585366,1.192041825,370.7902439,8.675162327,243.6439024,6.848537276,130.897561,1.412226715,461.0487805,40.51097486,495.5463415,43.00963079,504.3902439,29.51566599,240.565,2.268430074,244.275,1.276469741,241.485,1.435191625,240.805,2.338156325,237.19,2.230224204,227,2.471841419,221.535,2.451280278,213.17,3.615397627,185.0877588,48.40232254,182.6489649,55.46098519,182.2853285,58.31643059,195.9428443,32.93415779,2.114190042,1.214005525,200.3058735,0.022775652,200.3122862,0.022769121,0.006412735,0.005738888,2.093696204,1.19922225,200.0754387,0.025322362,200.0845043,0.025394861,0.009065628,0.006727264,0.230434799,0.025392009,156.3877551,6.242763407,107.122449,21.80678855,0.580200562,0.027600164,-0.034135414,0.002136789,0.060441286,0.121883013,-0.142145941,0.031187524,0.043107864,0.003435941,-0.05533935,0.100740308,0.334488713,0.085004059,0.074955459,0.004853636,-0.082631947,0.00631298,-0.024074428,0.002177457,0.145796147,0.270268827,0.869605695,0.041414666,-0.051147352,0.003201483,0.09046774,0.182448076,22
287.66,0.935093578,304.825,0.659071316,328.235,1.519794394,214.665,1.201155693,119.515,1.228729018,313.635,1.982870394,347.54,2.073258305,388.86,4.642240838,239.12,1.793209413,241.79,2.902740085,241.12,2.904410439,239.015,1.792979364,236.48,3.096707929,225.68,2.716173779,219.825,3.906964935,211.06,3.914894635,187.8980234,29.26572078,179.8948787,37.21512581,163.7448338,50.98504557,166.4020665,41.34026594,2.987685913,1.452685421,200.0707368,0.028699791,200.078851,0.02782477,0.008114243,0.006774369,2.524244742,1.195224603,199.8384877,0.021890723,199.8593024,0.014913686,0.020814743,0.019581334,0.232249069,0.026452408,154.1702128,5.777134492,37.4893617,37.41706991,0.488223872,0.003514445,-0.036535644,0.002532117,0.018473423,0.057524675,-0.028562946,0.004683964,0.046240772,0.003141628,0.043406406,0.028402639,0.058853326,0.009910923,0.108123351,0.006167924,-0.088376907,0.00574021,-0.026002572,0.00693121,-0.081786514,0.051995913,0.731552648,0.00526496,-0.054743406,0.003793149,0.027635834,0.086111101,23
288.9949749,1.383671786,309.080402,1.777460172,372.3316583,2.579500315,238.8190955,5.045266171,128.1758794,2.383827653,466.4221106,19.54591845,526.638191,21.83790786,531.7839196,15.58244544,236.039801,2.218961247,239.5721393,3.536029184,237.6268657,3.675260119,237.2189055,3.46723696,236.0348259,3.68184751,226.2189055,2.789789627,220.079602,3.183232163,211.6119403,2.353922674,84.31219073,36.31986242,71.06927575,37.72876738,69.62078273,35.84643435,114.560054,28.12706319,2.668006384,1.423003582,199.8269144,0.030478994,199.8298826,0.030580802,0.002968252,0.004768286,2.77728763,1.501619989,199.6448256,0.02639896,199.6533756,0.025312071,0.008550008,0.011992783,0.182088823,0.041591319,145.14,6.465322884,48.66,36.0525228,0.608198121,0.01002032,-0.034971264,0.00424481,0.265743432,0.129703486,-0.171188252,0.017208924,0.038328812,0.004185249,-0.262364878,0.140848072,0.414134348,0.050162322,0.129131799,0.002780806,-0.073796557,0.007774164,-0.0271022,0.011141205,0.810489223,0.5286791,0.911600549,0.015040834,-0.052399459,0.006360391,0.397411101,0.193986974,29
287.0298507,2.166939396,308.4776119,3.13553637,384.4079602,18.49654361,257.8159204,18.98103126,130.0049751,7.856611446,523.5373134,80.51000278,589.6169154,79.58203948,577.4776119,82.6072693,231.0746269,5.163920276,231.1243781,8.379045929,230.8656716,6.927978151,231.6268657,6.288667421,227.7711443,6.06083284,220.2487562,3.485265495,212.3134328,4.019389406,202.9850746,3.521755572,78.7327044,33.92984649,67.85804133,33.30246869,65.00224618,32.30790899,128.3207547,29.03581595,2.156599029,1.357771953,199.7807674,0.036256739,199.7836856,0.037131259,0.002918224,0.004415056,3.362192309,2.677145742,199.6380363,0.031744694,199.650366,0.033627962,0.012329633,0.014169994,0.142731092,0.057650851,139.75,8.119006665,64.82692308,34.45550149,0.635274498,0.030799348,-0.035035341,0.005055176,0.342427452,0.141450216,-0.205978689,0.047588219,0.04172305,0.006774171,-0.327227974,0.126061906,0.527337508,0.142116719,0.129957177,0.028622661,-0.080022529,0.012518064,-0.036046147,0.00826097,1.065815365,0.50698027,0.952243398,0.046247521,-0.052493492,0.007575154,0.512212921,0.211633311,27
